"Pitch_angle"	"Pitch_angle_std"	"Hub_temperature"	"Hub_temperature_std"	"Generator_converter_speed"	"Generator_converter_speed_std"	"Generator_speed"	"Generator_speed_std"	"Generator_bearing_1_temperature"	"Generator_bearing_1_temperature_std"	"Generator_bearing_2_temperature"	"Generator_bearing_2_temperature_std"	"Generator_stator_temperature"	"Generator_stator_temperature_std"	"Gearbox_bearing_1_temperature"	"Gearbox_bearing_1_temperature_std"	"Gearbox_bearing_2_temperature"	"Gearbox_bearing_2_temperature_std"	"Gearbox_inlet_temperature"	"Gearbox_inlet_temperature_std"	"Gearbox_oil_sump_temperature"	"Gearbox_oil_sump_temperature_std"	"Nacelle_angle"	"Nacelle_temperature_std"	"Absolute_wind_direction"	"Outdoor_temperature_std"	"Grid_frequency"	"Grid_frequency_std"	"Rotor_speed"	"Rotor_speed_std"	"Rotor_bearing_temperature"	"Rotor_bearing_temperature_std"	"Nacelle_angle_c"	"AbsWindSin"	"AbsWindCos"	"Y"
"5409"	-1,01	0	19	0	1280,86	33,950001	1281,86	34,009998	41,990002	0,33000001	40,48	0,13	59,689999	0,47	58,720001	0,72000003	64,25	0,44	51,970001	2,97	55,529999	0,37	164,61	0,76999998	170,64	0,090000004	50,009998	0,029999999	12,18	0,33000001	33,290001	0,039999999	164,61	0,162637165194884	-0,986685944207868	265,376
"6419"	-0,20999999	0,98000002	9	0	1797,54	27,370001	1799,55	27,43	25,139999	0,56	30,709999	0,090000004	59,009998	0,80000001	70,349998	0,34999999	71,989998	0,37	41,290001	1,5700001	52,369999	0,23999999	73,849998	1,73	78,989998	0,039999999	50,02	0,0099999998	17,139999	0,25999999	29,620001	0,13	73,849998	0,981593859378207	0,19098035299736	1669,515
"11179"	-1	0	25,110001	0,25999999	1211,03	160,85001	1211,65	161,07001	42,740002	0,70999998	43,110001	0,50999999	61,060001	0,83999997	62,209999	0,60000002	65,129997	0,83999997	57,240002	0,30000001	58,5	0,15000001	44,98	0,56999999	43,34	0,30000001	50	0,0099999998	11,51	1,54	34,700001	0,0099999998	44,98	0,686326266989435	0,727293788809135	215,601
"619"	10,05	4,4200001	16	0	1796,61	96,809998	1798,5699	97	30,98	0,13	33,639999	0,1	74,400002	0,46000001	69,769997	0,31	73,529999	0,31999999	40,5	1,37	53,360001	0,13	210,71001	0,1	215,69	0,079999998	49,990002	0,0099999998	17,129999	0,93000001	29,299999	0,0099999998	210,71001	-0,583399467155541	-0,812185361677142	2227,721
"13611"	34,549999	18,75	15,77	0,34999999	326,92999	353,73001	326,19	354,53	43,18	0,31999999	39,810001	0,38999999	64,480003	0,23999999	50,470001	1,13	51,939999	0,76999998	46,639999	0,36000001	48,139999	0,11	309,48999	0,2	321,92001	0,090000004	49,98	0,0099999998	3,0999999	3,3699999	28,459999	0,059999999	309,48999	-0,616761008028038	0,787150467811738	-2,661
"11428"	-1	0	20,959999	0,079999998	926,62	0,49000001	927	0,47	37,599998	0,16	36,869999	0,11	58,23	0,38999999	53,09	0,079999998	54,16	0,23999999	50,75	0,1	52,169998	0,079999998	40,59	0,87	29,790001	0,090000004	49,990002	0,0099999998	8,8000002	0,0099999998	31,09	0,050000001	40,59	0,496822514962892	0,867852169799642	13,344
"7427"	-1	0	15	0	1785,49	15,08	1787,63	15,11	40,75	1,0700001	39,470001	0,20999999	64,25	0,76999998	62,029999	1,26	70,510002	0,13	45,209999	0,88999999	55,110001	0,41999999	208,50999	1,5700001	208,08	0,050000001	49,98	0,02	17,02	0,15000001	33,740002	0,13	208,50999	-0,470703932165333	-0,882291226434953	952,391967
"16145"	-1	0,0099999998	29	0	1735,3	89,870003	1736,54	90	40,25	0,17	42,5	0,090000004	68,059998	1,15	66,269997	0,89999998	71,099998	0,38	49,450001	0,30000001	57,459999	0,36000001	258,45001	0,0099999998	251,42999	0,12	50	0,0099999998	16,530001	0,86000001	39,810001	0,02	258,45001	-0,94793523120543	-0,318463180665375	1020,052978
"2204"	-1	0	22	0	1115,8	76,099998	1116,3	76,220001	45,860001	0,36000001	44,060001	0,25	64,019997	0,56999999	61,610001	0,25	64,800003	0,5	56,419998	0,19	58,310001	0,1	292,85001	0,54000002	300,14999	0,34999999	49,990002	0,0099999998	10,6	0,73000002	34,400002	0,029999999	292,85001	-0,864713528182015	0,502265382222399	158,324
"17102"	-1	0	28,98	0,07	1057,91	45,93	1058,7	46,009998	46,380001	0,41999999	43,959999	0,34	64,43	0,66000003	62,220001	0,059999999	64,540001	0,19	57,580002	0,11	59,240002	0,050000001	64,730003	0,30000001	52,09	0,050000001	49,990002	0,0099999998	10,05	0,44	36,439999	0,0099999998	64,730003	0,788976859823917	0,6144229118957	125,071
"2100"	-1	0,07	18,99	0	1787,76	19,93	1789,72	19,98	43,68	0,23	37,43	0,27000001	64,32	1	68,160004	0,47	72,169998	0,28999999	50,93	2,25	58,880001	0,40000001	283,14999	0,75	275,17999	0,079999998	49,959999	0,0099999998	17,040001	0,19	33,799999	0,07	283,14999	-0,995915990438942	0,0902847716285554	1239,547
"9942"	-1	0,02	22	0	1262,88	156,64999	1263,97	156,92999	41,459999	0,43000001	41,709999	0,23	59,080002	0,60000002	63,18	0,52999997	66,800003	0,50999999	56,619999	0,25999999	58,450001	0,17	322,66	0,55000001	328,42001	0,19	50,009998	0,0099999998	12,01	1,5	32,619999	0,1	322,66	-0,523688416580181	0,85190987923591	263,77
"17493"	44,98	0	24	0	114,15	21,309999	113,28	21,34	37,34	0,059999999	38,240002	0,059999999	48,32	0,14	42,98	0,1	44,110001	0,090000004	44,240002	0,22	45,889999	0,090000004	95,459999	0,07	83,089996	0,17	50	0,0099999998	1,0700001	0,2	27,34	0,029999999	95,459999	0,992736350575855	0,120310175152951	-2,72699989
"7226"	-1,01	0	10	0,25999999	974,59003	37,450001	974,90002	37,529999	34,240002	0,11	33,43	0,18000001	51,98	0,54000002	45,009998	0,2	43,639999	0,11	34,419998	0,43000001	37,040001	0,14	357,78	0,07	357,64999	0,02	50,029999	0,029999999	9,25	0,36000001	17,42	0,13	357,78	-0,0410039131300864	0,999158985901653	79,025
"10087"	-1	0	31	0	1298,85	19,030001	1299,76	19,049999	47,349998	0,22	42,610001	0,07	63,299999	0,54000002	59,009998	0,23999999	64,199997	0,20999999	49,580002	0,19	55,709999	0,20999999	72,419998	0,079999998	62,189999	0,039999999	50	0,0099999998	12,35	0,18000001	38,91	0,02	72,419998	0,884499553775269	0,466541037178242	277,641
"15106"	44,98	0	20	0	53,32	2,98	52	2,96	41,860001	0,059999999	37,150002	0,12	52,529999	0,14	43,060001	0,1	46,080002	0,12	42,77	0,43000001	48,040001	0,1	339,12	0,090000004	351,76001	0,029999999	49,990002	0,0099999998	0,49000001	0,029999999	26,780001	0,039999999	339,12	-0,143319720323948	0,989676440947376	-1,286
"1067"	-1,01	0	13	0	1125,14	211,5	1125,8199	211,94	43,650002	0,33000001	39,27	0,22	64,550003	0,57999998	58,57	0,87	62,439999	1,08	52,470001	0,31	54,48	0,25	340,45999	0,17	320,85001	0,090000004	50,009998	0,0099999998	10,69	2,02	27,1	0,090000004	340,45999	-0,631352660099828	0,775495853364073	163,296
"6787"	89,980003	0	7,3899999	0,44999999	4,6500001	1,38	1,03	1,8	6,3699999	0,07	2,8	0	6,98	0,02	19,110001	0,079999998	18,6	0	23,719999	0,059999999	27,91	0,54000002	224,98	0,090000004	231,17999	0,02	50,02	0,0099999998	0	0	5,4099998	0,039999999	224,98	-0,779119082053174	-0,626875949435468	-7,41299989
"833"	-1,01	0	12,77	0,33000001	1308,7	34,950001	1309,88	35,02	44,209999	0,28	38,349998	0,18000001	62,66	0,44999999	62,490002	0,14	67,089996	0,15000001	57,279999	0,1	59,310001	0,07	1,0700001	0,050000001	3,46	0,050000001	50,009998	0,0099999998	12,45	0,34	28,299999	0	1,0700001	0,0603516951698553	0,998177175099754	286,309
"3542"	-1,01	0	26	0	929,04999	5,9200001	929,22998	5,9200001	41,48	0,34999999	40,91	0,2	59,119999	0,43000001	58,389999	0,16	59,889999	0,28999999	55,220001	0,079999998	56,509998	0,050000001	199,73	0,52999997	202,67	0,12	50,029999	0,0099999998	8,8199997	0,059999999	35,220001	0,090000004	199,73	-0,385422949633142	-0,922740022918746	42,0869978
"8599"	-1	0	20	0	1429,17	46,169998	1430,63	46,259998	41,639999	0,46000001	37,849998	0,2	58,639999	0,56	62,509998	1,61	66,970001	0,47999999	55,009998	3,02	56,779999	0,63999999	54,860001	0,81999999	47,41	0,02	50	0,0099999998	13,6	0,44	34,41	0,0099999998	54,860001	0,736215213050721	0,676747486196057	391,436011
"13117"	-1,01	0	8,04	0	984,39001	32,25	984,57001	32,330002	44,040001	0,14	35,080002	0,11	62,77	0,41	56,540001	0,16	59,130001	0,14	53,619999	0,1	55,060001	0,079999998	309,48999	0,11	325,20001	0,1	49,970001	0,0099999998	9,3500004	0,31	26,889999	0,07	309,48999	-0,570713424366849	0,821149308742	87,9349978
"10084"	-1	0	32	0	1161,3199	29,48	1161,95	29,51	45,610001	0,76999998	44,57	0,46000001	62,790001	0,83999997	62,139999	0,14	65,360001	0,58999997	56,98	0,13	58,360001	0,12	53,759998	0,66000003	48,84	0,090000004	49,990002	0,0099999998	11,04	0,28	38,93	0,050000001	53,759998	0,752874577492517	0,658164014942677	181,578
"12478"	12,15	4,5300002	16,98	0,15000001	1799,6899	33,34	1801,6	33,400002	27,809999	0,13	31,559999	0,13	70,559998	0,37	73,269997	0,079999998	73,010002	0,039999999	38,68	0,49000001	51,610001	0,13	183,27	0,1	190,32001	0,090000004	49,970001	0,0099999998	17,16	0,31999999	33,240002	0,059999999	183,27	-0,17914581659301	-0,983822532979004	2209,362
"6078"	4,96	5	18	0	1754,53	27,33	1756,39	27,379999	31,219999	0,25999999	37,919998	0,050000001	70,330002	0,74000001	72,580002	0,34999999	73,440002	0,13	40,939999	0,47	52,849998	0,16	217,28999	0,1	217,19	0,039999999	49,990002	0,0099999998	16,719999	0,25999999	34,990002	0,02	217,28999	-0,604460084957908	-0,796635428343906	1949,85
"1992"	-1,01	0	23	0	1319,8101	27,02	1320,76	27,059999	47,310001	0,33000001	42,779999	0,17	64,769997	0,56999999	64,160004	0,25	67,519997	0,23	58,130001	0,15000001	59,52	0,12	18,639999	0,25999999	8,3999996	0,02	50,02	0,0099999998	12,55	0,25999999	34,490002	0,029999999	18,639999	0,146083021655988	0,98927233398284	296,087989
"3493"	-1	0	22	0	1592,72	212,78	1593,72	213,11	40,080002	0,69	39,610001	0,38	59,540001	0,88999999	61,389999	1,42	68,080002	1,21	48,330002	0,63999999	55,669998	0,5	249,58	0,33000001	257,66	0,40000001	50	0,0099999998	15,17	2,04	36,75	0	249,58	-0,976896613081381	-0,213712440793994	602,031022
"5848"	-1	0	20	0,039999999	1096,75	77,529999	1097,39	77,650002	44,040001	0,97000003	43,509998	0,31	63,549999	0,75	58,880001	0,17	62,880001	0,54000002	55,18	0,14	56,52	0,1	215,10001	1,58	199,33	0,079999998	49,98	0,0099999998	10,42	0,74000001	33,029999	0,13	215,10001	-0,331008520407103	-0,943627765285603	146,718989
"10623"	44,990002	0	25	0,0099999998	99,989998	12,86	98,739998	12,89	42,369999	0,0099999998	41,139999	0,12	52,970001	0,14	46,860001	0,039999999	48,389999	0,12	48,740002	0,69999999	49,919998	0,18000001	342,42001	0,029999999	325,13	0,090000004	50	0,0099999998	0,93000001	0,12	31,6	0,050000001	342,42001	-0,571716364518608	0,820451338314239	-2,02299989
"3624"	-1	0	33	0	1588,45	30,719999	1589,22	30,77	47,490002	0,41	44,150002	0,15000001	63,060001	0,72000003	63,950001	0,15000001	67,839996	0,15000001	51,16	0,14	56,080002	0,079999998	106,44	0,11	101,08	0,039999999	50,060001	0,0099999998	15,12	0,28999999	40,200001	0,039999999	106,44	0,981359807051079	-0,192179419045508	557,976
"786"	-1	0	9,1000004	0,23	1366,35	46,66	1367,4399	46,790001	41,939999	0,28	35,209999	0,12	61,349998	0,47	61,060001	0,15000001	65,75	0,16	54,549999	0,14	56,560001	0,079999998	68,029999	0,17	55,849998	0,0099999998	50,040001	0,0099999998	13	0,44999999	26,379999	0,079999998	68,029999	0,827570749968889	0,561361428845918	333,378011
"2492"	-1	0	23	0	1781,83	24,91	1783,65	24,950001	43,240002	0,41999999	39,16	0,13	61,5	0,85000002	67,970001	0,44999999	72,269997	0,28999999	53,32	2,6600001	59,380001	0,43000001	212,89999	0,49000001	213,19	0,07	50	0,0099999998	16,98	0,23999999	34,279999	0,079999998	212,89999	-0,547417172230096	-0,836859868524955	831,590022
"18107"	-1	0	29,02	0,1	977,75	41,009998	978,27002	41,07	43,560001	0,69	41,68	0,49000001	62,619999	0,73000002	57,740002	0,12	59,220001	0,07	53,240002	0,12	54,93	0,050000001	153,36	0,52999997	194,35001	0,1	49,990002	0,0099999998	9,29	0,38999999	35,099998	0,059999999	153,36	-0,247844713403461	-0,968799771902304	82,0280033
"14893"	-1	0	17	0,0099999998	1788,34	53,369999	1790,73	53,490002	44,279999	0,62	37,529999	0,40000001	63,369999	0,77999997	69,440002	1,23	72,57	0,93000001	57,34	0,52999997	59,389999	0,49000001	294,12	0,63999999	292,41	0,1	50	0,0099999998	17,049999	0,50999999	33,07	0,11	294,12	-0,924479510203518	0,381231734269149	1100,826
"4597"	-1	0	26	0	1405,1	55,360001	1405,9301	55,439999	47,77	0,33000001	45,459999	0,19	64,870003	0,63999999	64,769997	0,55000001	67,82	0,66000003	57,93	0,43000001	59,200001	0,25999999	20,83	1,79	11,43	0,1	49,98	0,0099999998	13,37	0,52999997	36,82	0,050000001	20,83	0,198170582048019	0,980167547111589	368,644011
"12656"	-1,01	0	15	0	926,48999	0,91000003	926,96002	0,89999998	37,580002	0,34	37,029999	0,20999999	58,59	0,37	54,84	0,039999999	57,07	0,07	52,98	0,07	54,630001	0,090000004	98,760002	0,47999999	94,529999	0,02	50,009998	0,0099999998	8,8000002	0,0099999998	29,34	0,039999999	98,760002	0,996876117371756	-0,0789810522455358	38,5670011
"5799"	-1,01	0	18	0	1776,0699	3,8499999	1778,0601	3,8599999	42,560001	0,41999999	41,950001	0,18000001	64,910004	0,87	63,91	0,41999999	70,809998	0,19	47,009998	0,23	55,91	0,14	206,32001	0,31	200,17999	0,079999998	50,009998	0,0099999998	16,93	0,039999999	35,360001	0,02	206,32001	-0,344970418284371	-0,938613557599029	916,168978
"15793"	-1	0	18,91	0,25999999	1472,28	251,73	1473,78	252,17999	41,959999	0,60000002	39,91	0,34999999	60,349998	0,74000001	64,589996	0,95999998	68,379997	0,94999999	56,220001	0,37	58,009998	0,37	46,549999	0,56	40,32	0,2	50,009998	0,0099999998	14,02	2,4100001	35,799999	0,029999999	46,549999	0,647055961569444	0,762442511011448	471,967
"11570"	-1	0	19	0	1306,72	151,89999	1307,86	152,17	39,759998	0,68000001	38,27	0,46000001	58,25	0,97000003	58,540001	0,89999998	65,470001	0,72000003	48,34	0,50999999	56	0,56	309,48999	1,11	307,29999	0,28	49,990002	0,0099999998	12,43	1,45	34,41	0,0099999998	309,48999	-0,795473586619812	0,605988261429388	300,762989
"478"	-0,87	0,34	11	0	1198,45	87,980003	1199,4301	88,160004	42,580002	0,27000001	36,540001	0,12	62,02	0,41999999	58,52	0,20999999	62,77	0,47999999	54,119999	0,17	55,98	0,079999998	102,05	0,14	98,660004	0,17	50,02	0,0099999998	11,4	0,83999997	26,200001	0,059999999	102,05	0,988599235372033	-0,150570753540755	212,081011
"9380"	-1	0	21,219999	0,34	1231,5601	22,57	1232,8	22,620001	46,459999	0,36000001	42,459999	0,2	64,589996	0,60000002	61,16	0,25	64,510002	0,19	54,880001	0,27000001	56,400002	0,15000001	64,730003	0,58999997	57,950001	0,029999999	49,990002	0,0099999998	11,71	0,22	31,620001	0,029999999	64,730003	0,847585340767581	0,530659109142493	228,547989
"7139"	92,010002	0	12,03	0,18000001	4,0300002	2,5699999	4,3299999	7,3499999	40,77	0,41	39,709999	0,07	58,07	0,050000001	56,049999	0,52999997	61,330002	0,91000003	46,419998	1,27	55,639999	0,18000001	271,07999	1,05	269,98999	0,079999998	49,98	0,0099999998	0	0,090000004	26,74	0,13	271,07999	-0,999999984738652	-0,000174707457236738	-7,73199989
"106"	92,410004	0	11	0,059999999	3,75	0,029999999	0	0,029999999	11,43	0,02	10,3	0,029999999	6,7800002	0,029999999	4,6999998	0,039999999	4,1999998	0,029999999	8,6800003	0,050000001	2,6500001	0,02	169	0,050000001	200,85001	0,090000004	49,990002	0,0099999998	0	0	6,5100002	0,090000004	169	-0,355922779492865	-0,934515369075369	-2,397
"11675"	-1,01	0	20	0	1151,1899	140,31	1152,08	140,55	43,869999	0,47999999	39,25	0,31	60,099998	0,56	63,470001	0,52999997	66,629997	0,75	56,610001	0,2	58,360001	0,13	244,73	0,33000001	245,25	0,02	49,990002	0,0099999998	10,95	1,34	34,099998	0,07	244,73	-0,908143173825081	-0,418659737537428	178,222989
"18338"	17,09	21,379999	22	0	635,28003	24,83	635,22998	24,85	37,82	0,029999999	35,990002	0,11	51,830002	0,25999999	48,34	0,1	49,59	0,050000001	49,669998	0,11	51,099998	0,1	262,29001	0,14	258,20001	0,23999999	49,990002	0,0099999998	6,02	0,23	30,67	0,059999999	262,29001	-0,978867424452964	-0,204495880997198	9,97799945
"12028"	-1	0	13,43	0,43000001	1767,39	47,849998	1769,3101	47,939999	39,68	0,63	32,889999	0,25	61,720001	0,63999999	68,889999	0,57999998	72,010002	0,28	34,560001	2,6300001	51,259998	0,52999997	207,42	1,92	207,61	0,07	49,990002	0,0099999998	16,85	0,46000001	33,48	0,12	207,42	-0,46345069976568	-0,88612270532173	931,338022
"649"	-1,01	0	11	0	1410,12	22,200001	1411,39	22,23	39,990002	0,38999999	35,110001	0,18000001	58,369999	0,50999999	61,700001	0,1	66,059998	0,090000004	54,68	0,12	56,5	0,1	243,64	0,20999999	238,85001	0,090000004	50,029999	0,02	13,42	0,20999999	26,67	0,07	243,64	-0,855816088533416	-0,517280216717559	373,087989
"10987"	-1	0	31	0	949,33002	68,029999	949,45001	68,160004	48	0,25999999	45,18	0,28	55,66	0,62	55,880001	1,45	56,380001	1,55	53,209999	0,28999999	54,16	0,27000001	97,660004	0,079999998	115,09	0,050000001	50,009998	0,0099999998	9,0100002	0,64999998	36,860001	0,039999999	97,660004	0,905642821984282	-0,424041364713805	62,624
"18534"	-1	0	25	0	940,97998	29,02	941,42999	29,07	45,900002	0,25999999	43,93	0,31999999	63,759998	0,64999998	56,639999	0,30000001	57,130001	0,41	53,07	0,11	54,200001	0,079999998	155,83	0,11	151,89	0,28999999	50	0,0099999998	8,9300003	0,28	32,139999	0,090000004	155,83	0,471165834227031	-0,882044645501091	34,75
"18931"	-1	0	15	0	1640,35	23,040001	1642,25	23,09	43,16	0,52999997	35,639999	0,38	62,029999	0,67000002	67,379997	0,19	70,910004	0,17	56,360001	0,25	58,07	0,20999999	61,439999	0,34999999	58,990002	0,0099999998	50	0,0099999998	15,63	0,22	33,68	0,050000001	61,439999	0,857077414528803	0,515187641063548	618,795011
"6369"	-1,01	0	12	0	1551,59	166,45	1553,16	166,78999	36,380001	0,47999999	38,189999	0,34	58,130001	0,83999997	62,18	2,24	69,419998	1,38	49,110001	2,3399999	57,66	1,04	42,779999	0,94	52,240002	0,0099999998	49,970001	0,02	14,78	1,6	31,299999	0,0099999998	42,779999	0,790582731003984	0,612355244476834	548,978011
"11186"	-1	0	24	0	1424,51	27,219999	1425,53	27,280001	42,91	0,46000001	39,790001	0,19	59,220001	0,51999998	62,860001	1,3	66,610001	0,34999999	55,630001	1,99	57,169998	0,57999998	62,540001	0,89999998	69,540001	0,050000001	50,02	0,0099999998	13,56	0,25999999	36,830002	0,039999999	62,540001	0,936916457942782	0,349553359068328	386,585011
"5937"	91,989998	0	20	0,28999999	3,3499999	0,85000002	12,98	11,37	39,5	0,1	40,349998	0,18000001	59,970001	0,16	54,25	0,82999998	58,66	0,74000001	43,509998	1,71	54,889999	0,36000001	194,25	0,17	203,58	0,039999999	50	0,0099999998	0,029999999	0,13	33,080002	0,25999999	194,25	-0,400029137237265	-0,916502421906898	-5,02599978
"5938"	-1	0	20,440001	0,38	1626,85	85,669998	1628,5699	85,82	46,049999	0,60000002	43,290001	0,46000001	64,75	0,75	66,879997	0,25	71,07	0,15000001	51,540001	1,9	58,639999	0,20999999	194,25	0,30000001	195,94	0,07	49,990002	0,0099999998	15,5	0,81999999	34,740002	0,12	194,25	-0,274630573971857	-0,961549815578937	630,729989
"7911"	1,96	11,12	9,8999996	0,23999999	976,52002	102,53	976,83002	102,73	37,349998	0,30000001	40,630001	0,25999999	59,34	0,50999999	57,830002	0,30000001	60,860001	0,50999999	53,900002	0,31999999	56,119999	0,11	28,51	0,28999999	17,700001	0,34	49,970001	0,02	9,2799997	0,98000002	27,77	0,090000004	28,51	0,30403307755257	0,952661475947208	87,077
"3706"	-1	0	28	0,029999999	967,70001	33	967,92999	33,060001	47,799999	0,31999999	44,580002	0,2	64,690002	0,56999999	58,57	0,16	59,57	0,5	53,23	0,1	54,380001	0,090000004	156,92999	0,090000004	158,42	0,12	50	0,0099999998	9,1899996	0,31999999	34,799999	0,039999999	156,92999	0,367799977044112	-0,929904928950455	78,9039989
"13232"	44,98	0	11,96	0,11	114,46	6,8600001	113,06	6,8699999	43,700001	0,20999999	35,669998	0,14	60,360001	0,17	47,25	0,56999999	49,290001	0,58999997	45,23	0,15000001	47,540001	0,23	71,32	0,1	65,239998	0,050000001	50,009998	0,0099999998	1,0700001	0,059999999	24,98	0,12	71,32	0,90807007546547	0,418818263742324	-4,575
"19021"	-1,01	0	16	0	1427,98	14,85	1429,5	14,88	40,41	1,33	34,419998	0,74000001	58,009998	1,37	65,269997	0,2	69,290001	0,11	57,939999	0,5	59,470001	0,11	257,89999	0,85000002	270,92001	0,050000001	50	0,0099999998	13,59	0,14	31,950001	0,090000004	257,89999	-0,999871085875355	0,0160565136452247	388,289989
"17317"	-1	0	24	0	1449,41	20,889999	1451,09	20,940001	43,34	0,51999998	38,959999	0,33000001	60,599998	0,66000003	66,019997	0,25	69,919998	0,27000001	55,540001	0,83999997	59,549999	0,15000001	325,95001	0,44999999	322,53	0,090000004	50	0,0099999998	13,8	0,2	33,029999	0,02	325,95001	-0,608345946742409	0,793671978264372	411,137011
"17815"	-1	0	31	0	947,60999	20,709999	948,03003	20,75	39,110001	0,2	39,32	0,15000001	48,450001	0,95999998	49,360001	0,37	47,389999	0,23	41,959999	0,20999999	42,75	0,23999999	68,029999	0,0099999998	55	0,17	50	0,0099999998	9	0,2	31,549999	0,12	68,029999	0,819152044288992	0,573576436351046	53,2079989
"19244"	-1	0	22	0	1408,8	57,189999	1410,42	57,290001	41,599998	0,30000001	41,740002	0,27000001	58,57	0,56999999	63,16	0,17	66,650002	0,22	55,5	0,14	57,099998	0,07	152,53999	1,1900001	144,52	0,07	50,02	0,0099999998	13,41	0,55000001	31,99	0,1	152,53999	0,580418740412526	-0,814318172324514	376,091
"10327"	44,990002	0	35	0	58,049999	11,78	57,27	11,77	50,459999	0,029999999	49,610001	0,02	59,560001	0,1	50,32	0,059999999	51,75	0,1	49,849998	0,38	52,389999	0,090000004	81,199997	0,0099999998	77,470001	0,13	49,990002	0,0099999998	0,54000002	0,11	38,150002	0,039999999	81,199997	0,976182549566224	0,216950754602022	-1,308
"7002"	-1,01	0	12	0	1567,6	53,830002	1569,27	53,939999	43,07	0,34999999	42,869999	0,22	63,610001	0,60000002	65,800003	0,17	69,839996	0,20999999	57,57	0,38999999	58,810001	0,14	113,03	1,5	108,96	0,11	49,990002	0,0099999998	14,93	0,51999998	28,57	0,090000004	113,03	0,945745634613117	-0,324907978680476	534,084
"11983"	-1,01	0	17	0	1122,89	47,490002	1123,63	47,549999	45,130001	0,30000001	40,009998	0,25999999	61,73	0,57999998	61,950001	0,75	64,919998	0,88999999	55,5	0,17	57,369999	0,18000001	8,7600002	0,090000004	13,77	0,0099999998	50,02	0,0099999998	10,67	0,44999999	30,709999	0,02	8,7600002	0,238024940184263	0,971259042609271	160,172
"682"	44,98	0	10	0,050000001	95,050003	10,38	93,050003	10,41	26,379999	0,090000004	23,07	0,039999999	32,189999	0,13	31,469999	0,15000001	32,599998	0,090000004	32,32	0,73000002	34,310001	0,1	183,27	0,11	170,14	0,1	50,009998	0,0099999998	0,88	0,1	15,5	0,079999998	183,27	0,171241322387858	-0,985229115235059	-2,78199989
"2207"	-1	0	22,08	0,14	1438,12	132,28999	1439,0601	132,50999	47,32	0,44	42,279999	0,36000001	63,830002	0,69	64,089996	0,77999997	67,510002	0,70999998	56,400002	0,41999999	57,93	0,34999999	288,64001	0,25999999	298,28	0,17	50	0,0099999998	13,69	1,27	35,169998	0,079999998	288,64001	-0,880642787867909	0,473780835594092	412,621989
"3616"	89,989998	0	31,549999	0,23999999	7,6199999	5,71	5,21	6,2199998	40,400002	0,0099999998	40,189999	0,02	46,360001	0,090000004	45,349998	0,1	46,41	0,090000004	43,830002	0,17	46,549999	0,18000001	155,86	0,02	176,44	0,57999998	50	0,0099999998	0	0	32,82	0,079999998	155,86	0,0620937501868844	-0,998070321263852	-1,34099989
"9468"	-1	0	31,99	0,23	1507,73	265,06	1508,76	265,42999	44,029999	0,44	44,540001	0,20999999	59,900002	0,62	65,32	0,75999999	68,07	1,09	57	0,28999999	58,419998	0,25	236,75999	0,12	250,89	0,12	50	0,0099999998	14,35	2,53	39,93	0,02	236,75999	-0,944891787468339	-0,327382818692257	473,177011
"8856"	-1,01	0	18	0	1769,49	23,370001	1771,53	23,43	39,32	1,2	35,720001	0,55000001	61,66	1,08	60,650002	0,82999998	70,379997	0,28	42,689999	1,02	55,220001	0,47999999	28,51	1,27	37,18	0,1	50,029999	0,0099999998	16,870001	0,22	34,32	0,059999999	28,51	0,604321036640534	0,796740914396713	814,936011
"4082"	-1,01	0	26	0	1213,88	100,68	1214,48	100,84	44,119999	0,44	41,119999	0,37	58,369999	0,72000003	57,279999	0,31	57,599998	0,51999998	46,529999	0,17	47,279999	0,18000001	293,03	0,23	286,75	0,23	49,990002	0,0099999998	11,54	0,95999998	31,08	0,090000004	293,03	-0,957571360804815	0,288196268134089	226,414011
"20172"	-1	0	11	0	1790,41	9,6000004	1792,75	9,6300001	40,16	1,4400001	34,779999	0,28999999	63,66	0,81999999	63,52	0,70999998	71,830002	0,19	44,639999	0,91000003	56,240002	0,47999999	280,95001	1,65	281	0,029999999	49,990002	0,0099999998	17,07	0,1	31,290001	0,050000001	280,95001	-0,981627183447664	0,190808995376544	1252,692
"12130"	-1	0	16	0	1540,3199	50,279999	1541,87	50,389999	45,68	0,82999998	39,139999	0,22	61,52	0,56	62,639999	0,93000001	66,540001	0,95999998	53,34	0,41	54,66	0,36000001	327,04999	0,31999999	335,79001	0,02	49,990002	0,0099999998	14,67	0,47999999	29,309999	0,090000004	327,04999	-0,41008206340678	0,912048628786885	502,316
"1658"	44,98	0	22,389999	0,41	46,43	29,440001	44,740002	30,09	37,400002	0,090000004	39,869999	0,050000001	47,93	0,1	38,889999	0,1	40,599998	0,0099999998	39,700001	0,38999999	42,09	0,079999998	59,25	0,1	64,760002	0,41999999	49,98	0,0099999998	0,40000001	0,31	25,9	0,0099999998	59,25	0,904529596852871	0,42641084462896	-1,539
"13564"	-1	0	18	0,050000001	1770,6899	52,900002	1772,99	53	37,709999	0,94999999	36,029999	0,5	59,52	1,08	61,91	0,38999999	70,089996	0,31999999	46,610001	0,46000001	55,23	0,34	199,73	0,46000001	200,95	0,050000001	50,009998	0,0099999998	16,879999	0,50999999	35,689999	0,1	199,73	-0,357553110578586	-0,933892806009114	913,297989
