LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
106.4,73,66,59,69,73,72,72,72,54,71,66,70,64,77,67,72,66,71,63,71,74,70,73,69,66,3,2007-07-21
102.9,72,64,59,68,73,72,71,72,52,70,65,68,63,77,65,71,63,72,61,71,75,72,72,67,66,4,2007-07-21
103.8,72,63,58,67,72,71,71,72,51,70,64,64,63,77,65,71,64,73,61,72,73,70,71,67,66,5,2007-07-21
103.3,70,63,57,67,72,71,71,72,54,69,64,63,63,77,64,72,64,73,59,71,72,70,70,66,66,6,2007-07-21
114.3,70,64,60,68,72,71,72,72,55,69,67,68,66,77,67,72,68,74,63,71,72,70,71,67,70,7,2007-07-21
131.1,73,70,65,72,73,75,72,75,61,73,71,72,68,78,71,73,72,74,68,74,74,73,72,71,73,8,2007-07-21
147.2,73,72,67,75,79,76,75,77,66,76,74,73,73,79,73,73,75,76,72,75,74,79,76,75,76,9,2007-07-21
162.4,79,75,70,77,81,75,77,79,70,79,76,77,75,79,75,77,77,78,75,76,76,81,78,78,78,10,2007-07-21
173.2,81,75,71,80,79,78,78,79,73,79,79,79,79,80,79,78,79,78,75,78,76,82,81,79,79,11,2007-07-21
180.3,82,77,75,81,81,79,78,81,70,79,79,79,79,79,81,79,81,79,75,78,78,82,82,80,81,12,2007-07-21
185.4,86,77,76,80,81,80,78,82,72,82,77,81,79,79,80,81,81,80,79,79,78,82,82,80,82,13,2007-07-21
186.7,86,79,79,81,84,78,78,84,73,82,81,82,81,78,83,81,81,79,77,82,77,82,84,82,81,14,2007-07-21
188.7,86,79,78,84,84,79,79,82,73,81,80,81,81,78,83,83,81,81,77,81,79,82,83,81,83,15,2007-07-21
191.1,84,79,79,83,82,77,79,82,73,81,81,82,81,76,82,83,82,79,79,82,77,84,84,83,82,16,2007-07-21
189.4,86,79,77,83,82,76,79,82,76,82,80,82,81,74,82,82,82,78,79,81,76,82,82,82,81,17,2007-07-21
186.2,82,75,75,82,81,75,77,81,66,81,80,81,79,75,80,80,82,78,75,79,75,82,80,80,80,18,2007-07-21
174,79,70,74,78,77,73,74,79,66,77,77,79,77,73,77,77,79,75,73,77,73,77,77,76,74,19,2007-07-21
163.2,75,66,73,75,73,71,73,73,68,73,73,73,70,73,72,71,72,72,72,74,72,73,74,70,70,20,2007-07-21
162.9,70,64,72,77,72,70,70,72,64,72,72,72,66,73,69,71,72,71,70,70,71,70,70,69,66,21,2007-07-21
148.6,68,64,70,75,68,70,68,70,62,70,68,70,63,73,64,68,72,68,68,71,72,66,67,67,65,22,2007-07-21
127.9,64,61,67,73,68,70,66,68,59,68,68,70,61,73,62,68,69,67,70,69,72,64,67,65,65,23,2007-07-21
110.5,63,57,65,72,64,68,68,66,58,66,66,70,59,73,62,66,67,67,70,68,71,64,64,63,63,0,2007-07-22
99.7,63,55,65,71,64,68,66,64,56,67,66,63,61,73,59,65,64,65,64,65,71,64,63,62,60,1,2007-07-22
93.6,59,55,63,70,64,68,65,64,54,65,64,61,59,72,59,64,63,65,63,65,71,61,61,60,59,2,2007-07-22
89.1,58,53,62,69,64,67,65,63,53,63,63,59,59,72,58,64,61,68,63,64,73,61,60,59,61,3,2007-07-22
88,57,57,61,68,63,67,65,63,51,63,61,57,59,73,58,64,61,67,57,64,73,61,60,59,61,4,2007-07-22
89.1,55,57,61,64,63,68,66,63,51,63,61,57,59,73,61,63,63,67,55,64,72,61,60,60,60,5,2007-07-22
89,55,61,58,63,63,67,67,63,50,64,62,57,59,74,61,64,63,67,57,65,73,64,60,61,60,6,2007-07-22
102.7,63,64,62,65,64,71,69,64,49,66,66,63,63,75,67,66,64,69,61,68,75,72,64,64,65,7,2007-07-22
123.9,70,72,67,70,68,74,71,68,53,72,71,66,70,75,71,69,70,75,66,71,77,73,71,69,71,8,2007-07-22
143.9,73,75,69,73,72,77,73,73,58,75,75,75,73,78,76,73,73,75,70,74,79,79,76,75,77,9,2007-07-22
155.7,77,79,70,77,77,78,75,77,64,77,78,79,75,78,79,75,77,76,75,76,80,81,80,80,80,10,2007-07-22
162.2,81,79,69,79,79,79,77,81,69,79,79,81,77,78,81,77,81,77,77,78,81,82,81,81,80,11,2007-07-22
170,82,79,73,81,81,78,78,81,73,81,78,81,79,78,78,79,81,78,79,78,81,82,82,81,82,12,2007-07-22
176.4,81,84,74,83,82,79,80,82,75,82,78,82,81,77,83,80,82,79,75,80,82,82,83,82,81,13,2007-07-22
179.2,82,81,76,83,84,79,79,84,78,82,82,81,81,77,81,81,82,79,79,82,80,82,83,84,82,14,2007-07-22
179.3,84,81,74,83,84,77,79,84,79,81,80,82,84,74,82,81,82,77,77,80,78,82,83,84,81,15,2007-07-22
176.9,86,79,75,83,84,76,78,86,79,82,79,82,82,75,79,82,82,77,79,82,77,82,85,81,84,16,2007-07-22
176.3,82,77,73,82,82,75,78,82,80,82,82,81,81,75,82,80,82,77,79,79,75,82,84,80,82,17,2007-07-22
172.7,82,75,65,81,81,75,77,81,77,81,81,81,79,74,80,81,81,76,77,79,74,79,81,79,80,18,2007-07-22
164,79,75,66,78,77,75,74,79,74,77,79,79,79,73,75,77,77,74,73,75,74,79,79,77,77,19,2007-07-22
159.3,72,75,64,75,72,74,72,73,70,74,76,72,73,73,74,73,70,73,70,73,73,73,77,75,73,20,2007-07-22
160.2,64,71,63,72,68,72,72,72,65,72,74,68,73,74,67,71,64,72,70,72,73,70,70,71,67,21,2007-07-22
143.8,64,70,59,71,68,72,71,68,62,71,71,70,68,73,67,70,64,70,70,70,73,70,67,71,68,22,2007-07-22
124,63,68,58,67,63,72,69,68,60,70,69,72,64,73,66,68,63,70,68,69,73,66,67,69,65,23,2007-07-22
107.8,61,68,58,60,63,71,69,64,58,68,65,70,64,73,68,67,61,70,63,69,73,66,65,67,65,0,2007-07-23
99.5,61,66,56,65,61,71,68,64,56,67,66,66,64,73,66,67,63,70,63,67,72,64,67,67,62,1,2007-07-23
94.2,59,65,56,67,63,71,68,63,53,67,64,66,64,73,65,66,61,69,61,65,72,63,65,64,62,2,2007-07-23
91.2,57,64,55,64,61,70,67,63,52,66,64,61,63,73,66,65,59,68,59,65,72,64,64,64,63,3,2007-07-23
91.4,59,64,56,63,63,68,65,62,50,65,65,61,63,72,65,65,57,68,61,64,72,64,65,65,63,4,2007-07-23
95.5,57,63,55,62,59,68,64,61,49,64,63,59,63,72,63,64,57,68,59,64,73,64,64,63,62,5,2007-07-23
101.3,59,62,54,59,63,66,65,63,48,63,63,61,63,73,63,65,61,67,57,65,73,64,65,64,62,6,2007-07-23
112.9,63,62,55,62,68,69,69,66,47,68,63,66,66,73,67,69,61,70,61,69,73,70,69,68,66,7,2007-07-23
125.1,70,66,58,68,73,73,72,73,51,73,65,70,72,76,72,74,68,74,66,73,74,73,74,73,72,8,2007-07-23
137.4,75,71,64,74,77,76,75,77,56,75,69,73,73,77,77,77,73,76,70,76,77,79,78,76,76,9,2007-07-23
150.1,79,75,70,78,81,77,77,81,62,78,75,75,79,78,79,80,75,78,73,78,78,79,81,79,79,10,2007-07-23
161.2,81,79,72,80,81,80,79,82,67,81,78,77,81,79,81,82,79,79,75,81,80,82,81,81,81,11,2007-07-23
170.6,81,82,74,80,84,78,79,84,71,82,80,81,81,79,81,84,82,80,77,82,79,84,83,82,83,12,2007-07-23
179.3,82,84,77,82,86,80,81,84,73,82,80,82,81,80,82,86,82,79,79,83,79,84,85,82,84,13,2007-07-23
187.5,82,85,75,82,86,81,82,86,76,84,81,82,81,80,82,86,82,82,79,83,81,84,84,82,85,14,2007-07-23
196.3,84,86,71,85,88,79,82,86,77,84,80,84,79,80,83,85,84,83,79,85,81,86,86,84,82,15,2007-07-23
206.4,86,86,66,83,86,79,83,84,77,84,82,84,81,79,85,86,82,79,79,85,82,86,84,82,84,16,2007-07-23
213.6,86,87,69,82,86,79,82,86,78,84,83,84,81,78,83,86,84,78,75,84,81,84,85,82,84,17,2007-07-23
211.8,84,84,70,81,84,76,81,82,75,82,82,82,77,77,80,83,79,77,73,83,80,84,84,80,82,18,2007-07-23
197.7,79,81,68,77,79,74,78,79,73,80,80,79,77,74,79,78,72,76,66,80,77,79,84,78,76,19,2007-07-23
186.1,73,76,66,75,77,72,73,77,57,72,75,75,70,72,72,75,70,71,66,72,75,73,74,74,70,20,2007-07-23
180.4,73,71,64,72,73,69,71,73,57,71,74,75,64,71,68,73,64,71,64,71,73,73,72,73,68,21,2007-07-23
157.2,72,69,65,73,70,69,69,72,59,70,69,73,64,71,66,68,64,70,64,68,71,73,67,72,65,22,2007-07-23
133.2,72,67,64,72,66,64,68,70,58,65,69,72,64,69,64,69,63,68,63,66,70,73,74,71,62,23,2007-07-23
113.6,64,66,63,67,64,64,66,70,57,65,69,72,64,67,69,66,63,67,63,65,69,73,75,69,62,0,2007-07-24
102.6,63,64,62,65,64,63,66,68,59,62,69,70,63,66,67,65,64,66,61,65,69,72,73,70,60,1,2007-07-24
96.1,63,63,62,63,63,62,65,68,57,66,68,68,63,66,65,65,64,66,61,64,67,70,72,69,60,2,2007-07-24
90.4,64,62,62,63,63,62,65,68,57,62,65,66,63,69,62,64,66,66,61,63,66,70,71,69,59,3,2007-07-24
86.3,63,61,61,64,61,60,64,68,57,61,65,64,63,70,63,63,66,65,61,62,66,68,64,67,58,4,2007-07-24
96.3,63,60,61,63,61,62,63,66,57,60,65,64,61,71,61,63,64,65,61,61,65,66,66,66,57,5,2007-07-24
102.1,61,59,61,66,63,61,64,66,57,62,65,64,61,72,61,63,64,66,61,63,68,68,66,64,58,6,2007-07-24
114.4,66,59,61,69,64,71,71,66,57,65,66,66,64,75,67,70,66,71,61,71,73,73,68,69,65,7,2007-07-24
126.5,75,64,63,72,73,75,76,73,57,72,67,72,73,79,69,76,70,76,61,75,78,77,74,73,72,8,2007-07-24
141.3,75,70,65,73,79,79,78,79,61,79,70,73,73,79,74,81,73,78,63,79,81,79,77,76,76,9,2007-07-24
158,81,76,65,77,81,80,81,81,63,81,75,79,77,80,79,83,75,80,66,82,82,84,82,79,81,10,2007-07-24
174.5,84,80,68,81,84,83,82,82,74,82,78,82,81,79,82,84,79,82,68,83,83,84,84,81,85,11,2007-07-24
188.6,86,84,69,84,86,83,83,84,64,84,77,82,81,80,82,83,81,81,66,84,84,86,86,85,86,12,2007-07-24
201,86,86,71,85,88,85,84,86,63,86,74,84,82,81,83,85,82,82,66,85,85,88,88,87,87,13,2007-07-24
209.6,86,88,72,86,88,84,85,88,61,87,76,84,81,82,83,86,84,82,66,86,84,88,88,86,86,14,2007-07-24
216.7,86,89,72,85,88,83,85,88,61,88,79,82,81,84,78,85,82,82,66,86,85,88,89,85,87,15,2007-07-24
224.2,86,89,71,85,88,80,84,88,61,87,79,77,77,83,77,84,79,82,70,84,84,88,89,80,87,16,2007-07-24
226.3,86,90,71,78,86,81,83,88,61,86,78,79,77,79,75,82,75,81,70,83,83,88,88,80,85,17,2007-07-24
222.3,86,86,73,77,82,78,83,86,61,84,77,79,77,79,76,81,70,80,68,80,79,86,86,80,83,18,2007-07-24
207.2,81,83,70,75,81,75,77,81,61,82,75,75,73,76,75,78,70,77,68,76,77,84,81,79,82,19,2007-07-24
196.9,79,77,68,74,77,73,72,77,57,78,71,73,72,74,72,76,70,74,66,73,75,82,79,76,76,20,2007-07-24
190.5,77,72,67,73,72,73,69,75,57,76,69,70,72,73,70,73,70,70,66,71,74,79,81,74,76,21,2007-07-24
167.4,75,69,67,73,70,72,67,73,57,74,68,68,72,73,69,71,70,69,66,67,74,77,79,74,73,22,2007-07-24
142.2,72,67,66,72,66,70,66,70,55,72,67,68,70,72,70,67,70,69,66,66,73,73,78,73,71,23,2007-07-24
121.8,70,66,65,72,64,68,65,68,55,69,67,68,64,72,68,66,68,68,64,65,71,70,76,71,67,0,2007-07-25
110.5,66,64,65,70,64,68,64,66,55,66,67,66,64,73,67,66,68,66,64,64,70,68,74,71,66,1,2007-07-25
103,65,63,64,69,63,66,63,64,57,65,66,66,63,72,67,65,68,69,64,65,70,66,69,69,65,2,2007-07-25
98.7,64,61,63,68,63,66,63,64,57,66,66,64,64,74,67,65,68,67,64,62,71,66,69,67,63,3,2007-07-25
98.3,63,60,63,67,63,65,63,64,57,64,66,64,64,74,66,65,66,67,64,62,71,64,67,67,65,4,2007-07-25
101.7,63,59,63,65,63,65,63,64,57,65,67,63,63,74,64,65,66,69,64,62,71,64,66,66,65,5,2007-07-25
105.4,61,58,63,66,63,68,66,64,57,64,66,63,63,74,64,66,66,70,64,65,71,66,65,66,65,6,2007-07-25
118.6,64,58,64,69,68,71,69,68,57,68,67,66,64,78,66,69,68,73,64,69,75,73,68,69,69,7,2007-07-25
134.4,70,64,65,71,73,75,73,72,61,71,68,70,70,77,70,72,68,76,64,75,78,79,71,71,74,8,2007-07-25
149.8,75,70,69,75,79,78,76,79,61,75,69,73,72,80,73,76,70,79,66,78,81,79,75,75,78,9,2007-07-25
168.1,79,77,71,79,81,81,78,81,61,80,72,75,77,80,76,79,72,81,68,78,83,82,78,79,80,10,2007-07-25
184.5,82,82,73,83,82,84,80,84,61,82,76,81,81,84,82,83,77,79,70,81,81,84,82,81,84,11,2007-07-25
196.8,84,86,78,83,86,87,82,86,63,84,80,82,82,83,85,83,81,79,72,83,84,86,85,84,87,12,2007-07-25
208.1,86,89,80,86,88,86,83,88,64,86,83,84,82,84,85,82,82,81,72,85,86,88,86,86,86,13,2007-07-25
217.1,90,91,79,86,88,83,83,88,63,87,83,86,84,82,86,82,84,83,75,84,84,88,88,87,88,14,2007-07-25
223.3,90,92,82,87,88,84,83,88,62,86,81,88,82,82,87,84,86,81,75,83,85,88,88,86,89,15,2007-07-25
230.6,90,92,71,87,86,82,82,88,61,87,80,88,84,81,88,82,88,80,75,83,85,88,88,87,86,16,2007-07-25
234.9,90,93,67,87,82,81,83,86,61,87,80,88,82,81,85,81,88,79,75,82,83,88,87,86,87,17,2007-07-25
231,88,89,65,85,82,79,81,82,61,85,80,84,82,80,84,82,86,79,73,81,82,86,87,85,85,18,2007-07-25
216.4,84,85,64,84,81,77,79,81,61,81,76,82,81,78,82,79,77,78,70,79,79,84,85,82,82,19,2007-07-25
204,79,80,65,80,77,73,78,79,61,78,74,79,73,76,75,78,73,77,70,78,77,79,82,79,75,20,2007-07-25
195.3,77,74,64,76,77,73,74,77,61,75,73,79,72,76,71,78,72,77,68,77,75,79,80,76,71,21,2007-07-25
171.4,75,71,65,73,77,73,74,77,61,76,72,75,72,76,70,76,72,75,68,75,73,79,80,76,74,22,2007-07-25
147,73,70,64,72,73,73,73,75,61,75,70,73,68,76,67,75,70,75,70,75,73,79,78,72,70,23,2007-07-25
127.7,72,68,64,69,72,74,73,72,57,74,70,72,72,76,66,73,68,74,70,74,73,73,78,73,68,0,2007-07-26
117.4,72,66,64,69,72,72,73,72,57,72,70,73,64,75,65,73,66,74,68,72,72,73,76,68,67,1,2007-07-26
109.6,70,65,64,67,70,73,73,72,61,71,71,73,64,74,64,72,66,74,66,72,72,73,71,68,68,2,2007-07-26
105.4,68,64,64,67,68,73,71,72,61,70,70,70,64,75,64,71,65,74,66,73,73,72,71,68,68,3,2007-07-26
104.9,68,62,64,67,68,74,71,70,61,70,69,70,64,75,63,71,64,73,66,72,73,73,70,69,69,4,2007-07-26
110.2,64,61,63,67,68,73,70,70,61,70,69,70,63,75,64,72,65,73,66,71,74,72,69,67,68,5,2007-07-26
117.3,66,60,62,65,68,73,71,70,61,71,69,68,66,75,66,71,66,73,66,71,75,72,68,69,68,6,2007-07-26
126.1,72,60,63,72,73,74,73,72,61,75,71,73,70,76,70,75,68,77,72,74,76,73,72,72,72,7,2007-07-26
137.4,77,66,63,73,79,76,76,79,61,79,75,77,72,79,74,79,70,78,72,79,77,79,75,78,76,8,2007-07-26
151.2,81,71,66,77,81,78,80,79,63,81,78,79,77,80,77,81,75,81,75,82,80,84,80,81,78,9,2007-07-26
169,82,77,71,81,84,81,82,81,70,82,81,82,81,80,82,85,77,80,77,83,83,84,83,85,81,10,2007-07-26
186.2,86,82,75,82,86,84,83,82,73,86,81,84,82,82,81,88,81,83,81,87,81,84,86,85,85,11,2007-07-26
201.1,86,85,78,86,88,85,85,86,70,87,84,85,84,83,86,85,84,84,82,87,84,88,88,87,84,12,2007-07-26
214,86,88,79,87,88,85,85,90,75,87,85,86,84,81,88,81,86,79,82,88,85,86,90,89,85,13,2007-07-26
224,86,90,80,89,88,86,87,90,72,88,74,79,86,83,88,85,88,79,82,89,86,88,90,90,89,14,2007-07-26
233.9,86,91,79,89,90,86,82,88,75,88,75,77,86,83,88,86,90,83,84,86,86,91,90,89,89,15,2007-07-26
243.3,86,91,80,86,88,85,85,90,70,89,77,81,86,82,86,86,90,82,84,86,82,93,91,87,87,16,2007-07-26
247.9,86,92,79,88,86,80,85,84,70,89,82,84,86,82,84,86,90,82,82,79,83,90,91,87,87,17,2007-07-26
244.4,82,89,76,88,86,80,83,82,70,88,82,82,82,81,84,83,88,80,81,80,82,88,89,87,88,18,2007-07-26
230.4,81,85,74,85,82,77,80,81,70,84,80,81,82,78,82,81,82,78,79,78,79,88,85,86,81,19,2007-07-26
217.7,77,80,72,84,81,76,78,79,66,81,77,75,77,76,75,78,77,77,77,76,77,84,82,81,76,20,2007-07-26
210.1,72,76,70,81,77,75,75,77,66,79,74,73,77,75,73,77,75,75,73,75,77,82,80,77,71,21,2007-07-26
185.7,72,74,70,78,77,76,75,77,63,77,74,72,72,74,70,75,73,74,72,73,76,81,80,73,70,22,2007-07-26
159.4,72,72,67,77,73,72,73,77,63,76,72,72,72,74,70,73,72,73,72,73,76,79,80,73,69,23,2007-07-26
138.2,72,71,65,73,72,69,73,73,61,75,72,70,72,73,69,73,72,73,70,73,75,77,79,71,69,0,2007-07-27
125.6,68,69,65,75,72,70,72,73,61,74,70,72,70,72,68,74,70,74,70,73,73,77,77,70,70,1,2007-07-27
117.7,70,68,64,73,72,70,72,73,61,74,70,70,68,74,67,73,70,75,68,72,74,75,76,75,69,2,2007-07-27
113.2,70,67,63,71,72,68,71,73,60,73,71,70,68,76,68,73,68,75,70,72,73,73,74,73,68,3,2007-07-27
111.1,68,66,62,70,70,69,71,72,59,73,70,70,68,76,68,74,66,75,68,71,73,73,72,72,67,4,2007-07-27
114.7,68,65,62,69,70,70,71,72,58,73,70,70,68,76,67,71,66,72,66,71,71,73,72,69,66,5,2007-07-27
118.2,68,64,61,69,70,70,71,72,57,72,69,70,68,77,67,72,66,75,66,71,73,73,72,69,66,6,2007-07-27
131.8,72,64,63,72,73,73,75,73,61,74,72,70,72,79,73,75,70,76,70,73,76,79,75,75,72,7,2007-07-27
151.5,77,69,65,75,79,80,79,79,64,78,76,75,77,80,76,79,73,78,72,78,80,81,79,79,79,8,2007-07-27
174,81,75,68,80,82,83,82,82,70,82,79,77,81,81,82,85,79,81,77,82,83,84,84,83,82,9,2007-07-27
197.9,84,80,73,82,86,86,85,86,73,85,81,81,82,82,86,87,81,82,79,85,85,88,88,86,87,10,2007-07-27
217.7,88,84,77,84,90,87,88,90,75,87,84,82,86,83,87,89,84,82,82,88,88,91,90,88,90,11,2007-07-27
232.9,90,88,79,87,91,89,91,91,75,89,84,86,90,83,87,88,88,83,84,89,89,93,91,90,89,12,2007-07-27
242.4,88,90,81,88,93,90,91,91,75,92,87,90,90,84,88,89,90,83,81,86,90,93,91,93,89,13,2007-07-27
247.3,72,88,77,90,95,91,90,91,75,84,88,90,82,86,92,86,88,83,82,89,90,93,82,93,91,14,2007-07-27
247.2,82,86,75,89,90,91,90,77,75,84,87,90,77,86,89,85,91,83,81,88,90,87,75,94,89,15,2007-07-27
243.6,84,81,73,90,88,88,88,72,75,82,85,90,77,86,90,84,90,82,77,82,88,81,79,84,73,16,2007-07-27
234.9,82,77,70,89,77,84,80,72,77,77,86,88,72,84,86,80,91,82,79,80,84,77,79,74,72,17,2007-07-27
222.3,82,75,68,83,73,82,70,77,73,73,84,84,72,82,74,75,90,81,79,75,78,72,81,73,71,18,2007-07-27
205.6,79,75,67,78,77,71,70,75,72,74,83,82,72,80,73,73,81,80,77,72,71,73,80,72,74,19,2007-07-27
202.3,77,74,68,70,73,72,70,72,72,74,80,81,68,80,70,72,72,78,77,73,72,79,80,71,73,20,2007-07-27
198,75,76,66,68,72,70,71,72,70,72,78,79,68,80,70,72,72,79,73,71,73,79,78,72,70,21,2007-07-27
178.9,73,73,64,69,72,74,70,70,70,70,77,77,68,79,69,72,70,79,73,71,72,75,75,71,68,22,2007-07-27
158,73,71,65,71,72,73,70,70,64,70,76,75,68,80,69,73,70,78,72,71,73,73,76,71,67,23,2007-07-27
138.6,73,70,64,71,72,73,69,70,64,70,75,73,64,79,70,72,68,78,72,70,72,73,77,72,68,0,2007-07-28
127.2,72,68,64,70,72,71,70,70,63,70,75,73,68,79,68,73,68,78,70,74,71,73,75,71,69,1,2007-07-28
120,70,67,64,69,72,70,69,70,64,70,72,72,68,79,68,71,68,78,70,73,71,73,75,70,69,2,2007-07-28
115.2,70,65,64,69,70,69,68,70,64,71,71,72,68,78,68,72,70,78,70,73,72,73,74,70,69,3,2007-07-28
112.4,70,64,65,69,70,70,69,70,63,72,70,70,68,78,67,72,70,77,68,73,73,73,73,71,67,4,2007-07-28
113,68,63,64,69,70,69,70,70,64,71,71,70,66,78,66,72,70,77,66,74,72,73,70,69,67,5,2007-07-28
112.8,68,62,64,68,72,70,72,70,64,72,70,70,64,77,67,72,70,77,66,73,73,73,71,69,67,6,2007-07-28
126.8,70,62,65,70,72,73,75,70,64,72,73,75,68,80,69,77,70,80,70,76,75,77,74,71,72,7,2007-07-28
150.5,73,67,64,72,73,77,79,72,66,77,75,75,72,80,71,81,72,81,72,80,79,81,76,75,76,8,2007-07-28
174,77,73,67,74,79,81,81,79,70,79,78,79,77,81,76,83,73,82,73,82,82,82,80,78,77,9,2007-07-28
196.1,81,79,67,77,81,84,83,82,70,82,73,79,81,82,80,85,79,82,81,85,85,84,82,82,82,10,2007-07-28
215.6,81,83,68,78,82,84,85,86,72,85,72,77,82,83,84,84,81,82,82,85,87,88,85,84,86,11,2007-07-28
231.3,86,87,70,79,86,86,79,86,72,88,75,81,86,85,85,79,81,82,84,72,88,88,86,87,89,12,2007-07-28
242.7,86,89,72,80,88,88,75,88,75,89,79,84,86,85,86,73,82,81,82,72,90,91,88,89,91,13,2007-07-28
247.1,86,91,73,82,88,87,71,88,72,90,84,88,86,85,86,69,83,82,84,76,87,93,89,85,92,14,2007-07-28
243.5,86,91,73,82,86,77,76,72,75,89,82,88,81,87,84,70,84,82,79,81,86,88,90,77,90,15,2007-07-28
235.3,86,85,75,81,88,77,82,73,72,89,78,88,79,83,86,71,84,82,79,83,81,88,90,73,79,16,2007-07-28
229.1,86,76,75,83,82,78,83,75,70,85,83,88,79,82,84,71,82,83,81,83,75,86,85,78,73,17,2007-07-28
223,86,76,74,82,82,79,82,77,70,84,80,86,77,82,82,72,81,82,82,81,75,84,73,80,73,18,2007-07-28
212,81,76,73,78,81,78,79,77,70,82,79,82,73,81,78,73,79,80,81,77,75,84,75,78,73,19,2007-07-28
207.5,79,74,71,75,79,75,76,75,66,79,76,79,72,80,75,73,75,79,77,75,74,82,74,76,71,20,2007-07-28
204.1,77,76,70,73,77,76,77,75,66,78,75,75,72,81,73,73,75,80,73,74,74,82,73,74,72,21,2007-07-28
185.7,77,74,70,74,77,75,74,73,66,76,75,75,70,80,70,73,72,78,73,74,74,79,72,73,70,22,2007-07-28
163.9,73,72,70,74,73,76,73,72,66,74,74,73,70,80,70,73,72,77,72,72,74,79,70,72,68,23,2007-07-28
144.7,73,71,70,73,72,74,73,72,64,73,71,72,68,80,69,73,72,77,70,71,73,77,70,71,69,0,2007-07-29
132.1,73,69,70,72,72,73,72,70,64,72,70,70,68,79,68,73,70,77,70,71,74,75,70,70,70,1,2007-07-29
123.5,72,68,70,71,70,73,70,70,64,71,70,72,66,79,68,73,70,76,70,71,73,75,69,70,66,2,2007-07-29
117.7,72,67,70,71,72,73,71,70,64,71,70,70,64,78,67,73,70,75,70,71,73,73,69,69,67,3,2007-07-29
113.9,70,66,69,70,72,73,70,70,63,70,70,70,64,75,66,72,70,74,70,71,73,73,67,70,66,4,2007-07-29
112.4,72,65,69,71,70,72,70,70,63,67,69,70,64,73,64,72,70,73,66,69,73,73,69,68,66,5,2007-07-29
111,72,64,69,70,70,72,71,70,63,69,69,72,64,75,65,73,71,73,66,70,74,73,68,68,65,6,2007-07-29
126.6,73,64,69,72,73,74,75,73,63,72,71,73,72,80,70,75,72,77,72,75,76,79,71,72,71,7,2007-07-29
156.1,75,69,71,74,79,80,79,73,63,76,74,75,73,81,74,77,73,80,73,80,78,82,77,75,76,8,2007-07-29
183.6,77,74,73,77,82,82,82,79,64,82,76,77,77,82,77,77,75,82,75,83,82,84,79,79,80,9,2007-07-29
204.3,81,79,74,80,82,84,82,82,70,84,78,79,81,84,81,82,77,82,75,85,85,86,82,81,83,10,2007-07-29
219.5,82,83,75,81,86,86,85,84,70,87,79,81,82,85,83,81,79,83,79,86,85,88,83,84,85,11,2007-07-29
234.6,84,86,76,82,86,86,85,83,70,87,81,81,82,87,84,81,81,84,79,87,84,90,85,85,87,12,2007-07-29
244.4,86,88,78,82,79,87,75,82,70,89,82,82,84,87,85,82,84,84,81,85,81,88,87,87,88,13,2007-07-29
249.1,86,90,77,83,81,86,80,79,70,90,84,82,86,85,88,82,82,84,81,87,87,87,88,88,87,14,2007-07-29
250.3,85,91,78,80,81,87,83,81,72,82,83,82,86,86,89,79,82,84,82,84,83,86,89,88,89,15,2007-07-29
248,85,91,74,83,82,84,81,81,72,77,83,82,86,87,88,79,79,82,79,79,84,88,85,88,89,16,2007-07-29
242.9,85,92,75,80,84,84,81,82,72,79,83,82,86,86,86,79,81,82,79,83,82,86,83,87,84,17,2007-07-29
234.1,84,89,76,77,86,82,80,84,70,77,83,82,84,83,86,79,81,80,79,82,80,84,83,87,82,18,2007-07-29
220.3,82,86,74,79,82,81,78,81,70,77,81,81,81,82,80,77,81,79,79,79,80,84,82,82,80,19,2007-07-29
215,81,81,73,76,79,79,75,79,66,76,79,79,77,81,78,75,79,79,75,77,76,82,81,79,78,20,2007-07-29
208.1,79,77,73,74,77,77,74,77,66,75,79,79,77,80,76,75,77,79,75,78,74,82,80,79,77,21,2007-07-29
186.8,77,75,72,73,73,76,75,77,66,75,77,79,77,81,77,75,75,79,73,76,74,82,80,78,76,22,2007-07-29
163.6,75,74,70,74,73,76,75,73,66,74,77,75,73,80,76,73,75,79,73,77,74,81,79,77,74,23,2007-07-29
144.7,73,73,69,73,72,72,75,73,64,74,76,77,73,79,75,72,73,78,73,76,73,79,78,77,73,0,2007-07-30
133.8,73,71,70,74,70,72,75,72,64,74,74,73,72,78,74,72,73,77,72,75,74,79,75,74,73,1,2007-07-30
125.8,73,70,69,73,72,74,75,72,64,72,74,72,72,78,73,70,73,77,73,74,75,77,73,74,72,2,2007-07-30
121,73,69,69,72,70,72,73,72,64,72,73,72,72,76,73,70,72,76,73,74,75,73,72,74,71,3,2007-07-30
119.2,72,68,68,71,70,72,72,72,64,72,72,70,70,77,72,70,72,76,73,75,75,73,72,74,70,4,2007-07-30
122.6,72,67,67,73,72,73,73,72,64,71,71,70,70,77,72,72,72,76,72,74,76,73,72,73,72,5,2007-07-30
127.6,73,66,68,74,70,73,74,72,64,71,71,72,71,78,72,75,73,76,72,74,76,73,73,74,73,6,2007-07-30
136.9,73,66,69,74,73,78,79,77,64,74,72,73,72,79,72,73,73,80,73,78,77,79,75,75,75,7,2007-07-30
